OutletCode, Description, Address, ContactPerson, DisountGroupCode, RouteCode, PriceGroup, SpecialPrice , Discount, VATRates, Credit
"96204","Southern Food Butchery","","","","96204-NRB","MIX IV","","0","0","VAT16","0"
"96206","Kobil Cafe - Turbo","","","","96206-UPC","WESTERN","UPC","0","0","VAT16","0"
"96207","Wakimwa Holdings Ltd","","","","96207-UPC","NYANZA","UPC","0","0","VAT16","0"
"96210","Providence Caterers","","","","96210-NRB","PR III","","0","0","VAT16","0"
"96211","One palm resort - Mtwapa","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96212","Winds bar & rest - Msa","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96213","George","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"96214","Nairobi Pacific Hotel","","","","96214-NRB","CAT II","","0","0","VAT16","0"
"96215","Karen Hospital","","","","96215-NRB","MIX III","","0","0","VAT16","0"
"96216","Metro Meat Supply - Msa","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"96217","Mumo Kibera Vendor","","","","","","","0","0","VAT16","0"
"96218","Open View Bar - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"96219","Isaura Cafe - Malaba","","","","","RIFT","UPC","0","0","VAT16","0"
"96220","Rezorus Rest","","","","","WESTL","","0","0","VAT16","0"
"96221","Galexon Hotel - Kenyatta","","","","96221-NRB","INDAREA","","0","0","VAT16","0"
"96222","Kisumu Smoky Vendor","","","","96222-UPC","NYANZA","UPC","0","0","VAT16","0"
"96223","St. Catherine's Mountain View","","","","","MIX V","","0","0","VAT16","0"
"96224","Aquinas School Canteen","","","","","MIX IV","ABC5","0","0","VAT16","0"
"96225","Peoples Paradise Rest - Karbne","","","","96225-UPC","WESTERN","UPC","0","0","VAT16","0"
"96226","Petmac Dishes - Karbarnet","","","","96226-UPC","WESTERN","UPC","0","0","VAT16","0"
"96227","Valley Inn Hotel - Karbarnet","","","","96227-UPC","WESTERN","UPC","0","0","VAT16","0"
"96228","Spotline Hotel - Karbarnet","","","","96228-UPC","WESTERN","UPC","0","0","VAT16","0"
"96229","Sorono Hotel - Karbarnet","","","","96229-UPC","WESTERN","UPC","0","0","VAT16","0"
"96230","Maxland Restaurant","","","","96230-NRB","VARIOUS","","0","0","VAT16","0"
"96231","Mama Cafe - Msa","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"96232","Diani Meats - Diani","","","","96232-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"96233","Summflora K. Ltd - Eldoret","","","","96233-UPC","WESTERN","UPC","0","0","VAT16","0"
"96234","Kenchic Inn - Ngong Road","","","","96234-NRB","HURL","","0","0","VAT16","0"
"96235","Macharia -Githurai 45 Vendor","","","","96235-NRB","PR I","","0","0","VAT16","0"
"96236","Nairobi Primary School","","","","","FFOOD1","ABC7","0","0","VAT16","0"
"96237","Vicky Butchery - Nakuru","","","","96237-UPC","RIFT","UPC","0","0","VAT16","0"
"96238","Prime Cut Butchery - Nakuru","","","","96238-UPC","RIFT","UPC","0","0","VAT16","0"
"96239","Lango Supermarket","","","","96239-NRB","MIX V","","0","0","VAT16","0"
"96241","Karangi Hotel - Ngara","","","","96241-NRB","CAT II","","0","0","VAT16","0"
"96242","Spear Supermarket - Nyahururu","","","","92126-UPC","RIFT","UPC","0","0","VAT16","0"
"96244","Lase Enterprises - Otiende","","","","96244-NRB","MIX III","","0","0","VAT16","0"
"96245","Olive Farm Shop - Limuru","","","","","PR III","","0","0","VAT16","0"
"96246","Nyati View Point - Mtwapa","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96247","Mike Diesbecq","","","","","NAIVASHA","UPC","0","0","VAT16","0"
"96248","Ren Lex Restaurant - Karen","","","","96248-NRB","MIX III","","0","0","VAT16","0"
"96249","Ericaa - Eldoret","","","","","NYANZA","UPC","0","0","VAT16","0"
"96250","Giano supplies eastleigh","","","","","MIX V","","0","0","VAT16","0"
"96252","Saidia kwa moyo - Kilifi","","","","","MSA- KIL","COAST","0","0","VAT16","0"
"96253","Rivshank - Rongai","","","","","NYANZA","UPC","0","0","VAT16","0"
"96254","Danton - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"96255","Orange Park Rest - Nyayo Stadi","","","","96255-NRB","INDAREA","","0","0","VAT16","0"
"96256","Viller Palm - Shanzu","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96257","USRA CO LTD - Westlands","","4450219","","00474-NRB","WESTL","","0","0","VAT16","0"
"96258","Diani Marine","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"96259","Melindi Hotel - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"96260","Quick Mart Limited - Nakuru","","","","96240-UPC","RIFT","UPC","0","0","VAT16","0"
"96262","Victoria Hotel - Laare","","","","96262-UPC","MERU","UPC","0","0","VAT16","0"
"96263","Creameries Cafe - Naivasha","","","","96263-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"96264","Villa Muthaiga","","","","","SUB","","0","0","VAT16","0"
"96265","Mac Once Cafe - Ol Kalou","","","","96265-UPC","RIFT","UPC","0","0","VAT16","0"
"96266","Pacific House","","","","","PR I","","0","0","VAT16","0"
"96267","Hot Dishes - City Centre","","","","96267-NRB","VARIOUS","","0","0","VAT16","0"
"96268","Orange Cafe - Kangema","","","","96268-UPC","NYERI","UPC","0","0","VAT16","0"
"96271","Tamu Tamu Snacks - Athi River","","","","","MCKS","ABC5","0","0","VAT16","0"
"96272","The Mall Butcheries - Kisumu","","","","96272-UPC","NYANZA","UPC","0","0","VAT16","0"
"96273","Philippa Milbank","","","","","NAIVASHA","UPC","0","0","VAT16","0"
"96275","Sydney Cafe - Kericho","","","","96275-UPC","NYANZA","UPC","0","0","VAT16","0"
"96278","Tumaini Self Selection","","","","96278-NRB","MIX I","","0","0","VAT16","0"
"96279","Thika Smokies Shop","","","","96269-NRB","THIKA","ABC2","0","0","VAT16","0"
"96280","Lizco Girls Hostel","","","","96280-NRB","MIX V","","0","0","VAT16","0"
"96281","K.U. Shop No. 8","","","","96281-NRB","PR I","","0","0","VAT16","0"
"96282","New Baraka Shop - Kisumu","","","","96282-UPC","NYANZA","UPC","0","0","VAT16","650"
"96283","Celebral Palcy - Mombasa","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"96284","Smart Shop - Ravine","","","","96284-UPC","RIFT","UPC","0","0","VAT16","0"
"96285","Jambo Cafe - Salgaa","","","","96285-UPC","RIFT","UPC","0","0","VAT16","0"
"96286","Quality Cafe","","","","","MIX V","","0","0","VAT16","0"
"96287","Shajaf Cafe","","","","96287-NRB","MIX V","","0","0","VAT16","0"
"96288","Sahara Rest","","","","96288-NRB","PR I","","0","0","VAT16","0"
"96289","The Spot Restaurant - Allsops","","","","96289-NRB","MIX I","","0","0","VAT16","0"
"96290","Lilies Grocers - Kisumu","","","","96290-UPC","NYANZA","UPC","0","0","VAT16","0"
"96291","Twenty Four Seven Rest","","","","","PR III","","0","0","VAT16","0"
"96292","Kega Cafe - Naivasha","","","","96292-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"96293","Landies Caterers - Ol Kalou","","","","96293-UPC","RIFT","UPC","0","0","VAT16","0"
"96294","Beckys Cafe - Ol kalou","","","","96294-UPC","RIFT","UPC","0","0","VAT16","0"
"96295","Baraka Quality Cafe - Kasuku","","","","96295-UPC","RIFT","UPC","0","0","VAT16","0"
"96296","Mr. Stitsama - Kakamega","","","","","WESTERN","UPC","0","0","VAT16","0"
"96297","Ocean Pub - Karen","","","","","MIX V","","0","0","VAT16","0"
"96298","New Times Proffesiona  Canteen","","","","96298-NRB","CAT III","","0","0","VAT16","0"
"96299","Goldmart Self Service - Voi","","","","90245-UPC","MSA-VOI","COAST","0","0","VAT16","0"
"96301","Super Cut Butchery","","","","","WESTL","","0","0","VAT16","0"
"96302","Good Year","","","","","TSALES","","0","0","VAT16","0"
"96303","New Jamhuri Shop","","","","96303-UPC","NYANZA","UPC","0","0","VAT16","0"
"96304","Paw's Cafe - Kitengela","","","","96304-NRB","MCKS","","0","0","VAT16","0"
"96309","Peri Urban1 F.O.C","","","","","PR I","PDA_FOC","0","0","VAT16","0"
"96311","K.U. Boardroom","","","","90687-NRB","PR I","","0","0","VAT16","0"
"96313","Square Park Hotel - Molo","","","","96313-UPC","RIFT","UPC","0","0","VAT16","0"
"96314","Julieka Enterprises- Kisii","","","","94033-UPC","NYANZA","UPC","0","0","VAT16","0"
"96315","Taifa Meat Supply","","","","","MSA- MA","COAST","0","0","VAT16","0"
"96316","Watercress Ltd","","","","96316-NRB","INDAREA","","0","0","VAT16","0"
"96317","Reebby Hotel - Subukia","","","","96317-UPC","RIFT","UPC","0","0","VAT16","0"
"96318","The Hot Pot Rest - Nyeri","","","","94373-UPC","NYERI","UPC","0","0","VAT16","0"
"96319","Skyline Cafe - Sagana","","","","96319-UPC","MERU","UPC","0","0","VAT16","0"
"96320","Suncity Limited - Kisumu","P. O Box 3633 - 40100","0572026078/79/80","Mr. Mukesh","00229-NRB","NYANZA","UCHUMI","0","0","VAT16","0"
"96322","K.U. Parklands Campus Canteen","","","","","CAT II","","0","0","VAT16","0"
"96323","Gourmet Caterer - Koinage","","","","96323-NRB","VARIOUS","","0","0","VAT16","0"
"96324","Maisha Ni Safari Hotel","","","","96324-UPC","NYERI","UPC","0","0","VAT16","0"
"96325","Ripples Rest - Nyeri","","","","96325-UPC","NYERI","UPC","0","0","VAT16","0"
"96326","Gold Matt - Voi","","","","90245-UPC","MSA - N.C","COAST","0","0","VAT16","0"
"96327","Kongoni Game Valley","","","","","NAIVASHA","","0","0","VAT16","0"
"96328","Sunchic Cafe - Ukunda","","","","96328-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"96329","Vokoli Hawker - Chavakali","","","","96329-UPC","WESTERN","UPC","0","0","VAT16","0"
"96330","Mama Kelvins Cafe - Molo","","","","96330-UPC","RIFT","UPC","0","0","VAT16","0"
"96331","Tegemeo S/Mkt - Muranga","","","","96331-UPC","NYERI","UPC","0","0","VAT16","0"
"96332","Kanyange Two S/mkt - Othaya","","","","96332-UPC","NYERI","UPC","0","0","VAT16","0"
"96335","Pig & Whistle","","","","96335-UPC","MERU","UPC","0","0","VAT16","0"
"96336","Mocharo Hotel","","","","96336-UPC","MERU","UPC","0","0","VAT16","0"
"96338","Thuku - Elburgon","","","","","RIFT","UPC","0","0","VAT16","0"
"96339","Jikoni   - Entreprise Road","","","","96339-NRB","MIX IV","","0","0","VAT16","0"
"96340","Baraka Hotel - Kikuyu","","","","","UTHIRU","","0","0","VAT16","0"
"96343","Vision Chicken Inn - Gilgil","","","","96343-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"96346","Connections Cafe - Karen","","","","","SUB","","0","0","VAT16","0"
"96347","Nairobi West Hospital Ltd","","","","96347-NRB","INDAREA","","0","0","VAT16","0"
"96348","Gitau Njoro - Smoky Vendor","","","","96348-UPC","RIFT","UPC","0","0","VAT16","0"
"96349","Sweet Water - Salgaa","","","","96349-UPC","RIFT","UPC","0","0","VAT16","0"
"96350","Kangari Supa Duka","","","","96350-NRB","PR I","","0","0","VAT16","0"
"96351","Mr Sawyer","","","","","RIFT","UPC","0","0","VAT16","0"
"96352","Big Chicken Inn","","","","96352-NRB","VARIOUS","","0","0","VAT16","0"
"96353","Summit Resort","","","","91041-UPC","RIFT","UPC","0","0","VAT16","0"
"96357","It's Here Cafe","","","","96357-NRB","MIX I","","0","0","VAT16","0"
"96358","Salient Cake Shop","","","","96358-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"96359","Muteta Cafe - Githurai 44","","","","96359-NRB","MIX V","","0","0","VAT16","0"
"96360","Red & White Hotel - Meru","","","","","MERU","","0","0","VAT16","0"
"96363","Kengeles","","","","00022-NRB","VARIOUS","","0","0","VAT16","0"
"96364","Equals Rest - Molo","","","","96364-UPC","RIFT","UPC","0","0","VAT16","0"
"96365","Section 58 S/mkt - Nakuru","","","","96365-UPC","RIFT","UPC","0","0","VAT16","0"
"96366","Ebeneza - Nyeri","","","","96366-UPC","NYERI","UPC","0","0","VAT16","0"
"96369","Transit Hotel - Isiolo","","","","96369-UPC","MERU","UPC","0","0","VAT16","0"
"96370","Kusini Cafe - Diani","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"96371","Joanna Shela - Lamu","","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96372","Suno - Lamu","","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96373","Manda Bay - Lamu","","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96374","Katy Barker House - Lamu","","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96375","Sandy Bornman","","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96376","Hapa Hapa Rest - Lamu","","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96377","Florence - Lamu House","","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96378","Banana House - Lamu","","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96379","Guest Care - Kaloleni","","","","","MIX IV","","0","0","VAT16","0"
"96380","Comrades  Fries Jericho","","","","90515-NRB","MIX IV","","0","0","VAT16","0"
"96381","Catgan Hotel - Gilgil","","","","96381-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"96382","Weighbridge - Msa","","","","96382-MSA","MSA","UPC","0","0","VAT16","0"
"96383","B.M Gosrani s/mkt - Kakamega","","","","","WESTERN","UPC","0","0","VAT16","0"
"96384","Starehe Boys Centre","","","","96384-NRB","MIX V","ABC7","0","0","VAT16","0"
"96385","Muguda Traders - Bugoma","","","","96385-UPC","WESTERN","UPC","0","0","VAT16","0"
"96386","Safee Foods - Kangemi","","","","96386-NRB","UTHIRU","","0","0","VAT16","0"
"96387","Hungry Horse - Mtwapa","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96388","Gurbaksh k.ltd","","","","","WESTL","","0","0","VAT16","0"
"96389","Gilani Gourmet Ltd - Loresho","","","","90739-NRB","VARIOUS","KKKK","0","0","VAT16","0"
"96390","Mutuini Educational Centre","","","","","","","0","0","VAT16","0"
"96391","Luanda Stage Cafe - Luanda","","","","96391-UPC","NYANZA","UPC","0","0","VAT16","0"
"96392","Kijabe Hospital","","","","96392-NRB","PR III","","0","0","VAT16","0"
"96393","See Top Club - Kikambala","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96394","Antartica  - Diani","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"96395","Greenfield School","","","","","WESTERN","","0","0","VAT16","0"
"96396","Maili Saba Camp - Nakuru","","","","96393-UPC","RIFT","UPC","0","0","VAT16","0"
"96397","Beach Hotel - Kiambu","","","","","PR III","","0","0","VAT16","0"
"96398","Coast Meat Supply","","","","96398-MSA","MSA - I.A","COAST","0","0","VAT16","0"
"96399","Undecided Restaurant","","","","","WESTL","","0","0","VAT16","0"
"96400","Madda Bay Conservations","","","","","MIX IV","","0","0","VAT16","0"
"96401","Boma Roasters Inn - Msa","","","","96401-UPC","MSA - SHA","COAST","0","0","VAT16","0"
"96402","Supercuts Supply","","","","96402-NRB","WESTL","","0","0","VAT16","0"
"96403","Hakim Cafe - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"96404","Trekkera Rest - Shanzu","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96405","Kenchic Inn - Posta Sacco","","","","92795-NRB","FFOOD1","","0","0","VAT16","0"
"96406","Splash Water World","","","","95291-NRB","MIX III","","0","0","VAT16","0"
"96407","Bombululu Workshop","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96408","Mum's Hotel - Subuka","","","","96408-UPC","RIFT","UPC","0","0","VAT16","0"
"96409","New Sheria Cafe","","","","96409-NRB","FFOOD1","","0","0","VAT16","0"
"96410","Mukamis Cafe","","","","96410-NRB","PR I","","0","0","VAT16","0"
"96411","Mutahi Cafe","","","","96411-UPC","RIFT","UPC","0","0","VAT16","0"
"96412","Nanyuki General Merchants","","","","96412-UPC","NYERI","UPC","0","0","VAT16","0"
"96414","Ann Mc Connel","","","","","NYERI","UPC","0","0","VAT16","0"
"96415","Tononoka Fireworks Limited","","","","96415-NRB","MIX IV","","0","0","VAT16","0"
"96416","Kenana Farm","","","","96416-UPC","RIFT","UPC","0","0","VAT16","0"
"96417","Crave Fast Food - Yaya","","","","96417-NRB","HURL","","0","0","VAT16","0"
"96418","Elgeyo Travel - Eldoret","","","","","NYANZA","UPC","0","0","VAT16","0"
"96419","Pick & Pay S/mkt","","","","96419-UPC","NYANZA","UPC","0","0","VAT16","0"
"96420","Karibu Chips - Muranga","","","","96420-UPC","NYERI","UPC","0","0","VAT16","0"
"96421","Kay Trading Co.","","","","92047-NRB","TSALES","","0","0","VAT16","0"
"96422","Wall Mart S/mkt","","","","96422-NRB","UTHIRU","ABC8","0","0","VAT16","0"
"96423","Kwality Hotel - Hurlingham","","","","","SUB","","0","0","VAT16","0"
"96424","Millenium Star Enterprises Ltd","","","","90443-NRB","MIX V","KKKK","0","0","VAT16","0"
"96425","Garden Club - Mtwapa","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96426","St. Georges School - Grassland","","","","96426-UPC","RIFT","UPC","0","0","VAT16","0"
"96427","Azicom Stores - Narok","","","","96427-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"96428","Classic Sunset Butchery - Mali","","","","96428-MSA","MSA","UPC","0","0","VAT16","0"
"96429","Longai Butchery Naromaru","","","","96429-UPC","NYERI","UPC","0","0","VAT16","0"
"96430","The Specialized Safari Co. Ltd","","","","","TSALES","","0","0","VAT16","0"
"96432","Sparks Butchery - Ol Kalau","","","","96432-UPC","RIFT","UPC","0","0","VAT16","0"
"96433","Lorian Nel - Naivasha","","","","","NAIVASHA","UPC","0","0","VAT16","0"
"96434","Dilo Enterprises","","","","96434-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"96435","Cafe Cafe","","","","","MIX V","","0","0","VAT16","0"
"96436","UNMEE ERITREA","","","","","TSALES","","0","0","VAT16","0"
"96437","Avillas Restaurant","","","","96437-NRB","CAT III","","0","0","VAT16","0"
"96438","W.R. Kenchic","","","","96438-NRB","MIX IV","","0","0","VAT16","0"
"96439","Mvumbuzi Waupishi","","","","","","","0","0","VAT16","0"
"96440","Good Samaritan Academy - Nkr","","","","96440-UPC","RIFT","UPC","0","0","VAT16","0"
"96441","Kahama Hotel - Mombasa","","","","00089-NRB","MSA - SHA","","0","0","VAT16","0"
"96442","Civicon (K) Ltd","","","","","NAIVASHA","UPC","0","0","VAT16","0"
"96443","Maggies Rest UNEP","","","","96443-NRB","PR III","","0","0","VAT16","0"
"96444","Loreto Girls Kiambu","","","","","PR III","","0","0","VAT16","0"
"96445","Papweza Adams - Shanzu","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96446","Freight In Time","","","","","TSALES","","0","0","VAT16","0"
"96448","Tibbs Bar - Raymond","","","","96448-NRB","UTHIRU","","0","0","VAT16","0"
"96449","Gift Cafe","","","","","MIX IV","","0","0","VAT16","0"
"96450","Archade Flavours - Westlands","","","","96450-NRB","WESTL","","0","0","VAT16","0"
"96451","Naff Butchery - Nakuru","","","","96451-UPC","RIFT","UPC","0","0","VAT16","0"
"96452","Rucksana Haq","","","","","WESTL","","0","0","VAT16","0"
"96454","Perky Sue","","","","","PR I","","0","0","VAT16","0"
"96457","Boci Boci - Watamu","","","","","MSA - WAT","COAST","0","0","VAT16","0"
"96458","Kenya Ports Authority (K.P.A)","","","","96458-NRB","INDAREA","","0","0","VAT16","0"
"96459","Jei Villa Franca S/mkt","","","","96459-NRB","MCKS","","0","0","VAT16","0"
"96460","Catering Chef","","","","96460-NRB","MIX V","","0","0","VAT16","0"
"96461","Marina Grill - Nanyuki","","","","","NYERI","UPC","0","0","VAT16","0"
"96462","Banana Leaf Hotel - Nyeri","","","","96462-NRB","NYERI","UPC","0","0","VAT16","0"
"96463","Mrs Milligan","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"96464","Kijabe Supa Duka","","","","00192-NRB","PR III","","0","0","VAT16","0"
"96465","Louiza Ker - Naivasha","","","","","NAIVASHA","UPC","0","0","VAT16","0"
"96466","Mburu Kiereini - Barclays","","","","","TSALES","","0","0","VAT16","0"
"96467","Funzi Dhaw - Msa","","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96468","Jeffs Bar & Rest - Shanzu","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96469","Old T. Bar & Rest - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"96470","Sheila Taylor - Naivasha","","","","","NAIVASHA","UPC","0","0","VAT16","0"
"96471","Kobil Koinage","","","","96471-NRB","RCITY","","0","0","VAT16","0"
"96473","Kisumu City - Mtito Andei","","","","96473-MSA","MSA - R","COAST","0","0","VAT16","0"
"96474","Alijaz Self Service - Voi","","","","91611-UPC","MSA-VOI","COAST","0","0","VAT16","0"
"96476","Wams General Shop","","","","","PR I","","0","0","VAT16","0"
"96477","Pineaple Food Concept","","","","96477-NRB","MIX IV","","0","0","VAT16","0"
"96478","Caltex Westlands","","","","","WESTL","","0","0","VAT16","0"
"96479","Saba Saba Grocers - Msa","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"96480","Hondari House","","","","","SUB","","0","0","VAT16","0"
"96481","Xinhua News Agency","","","","","DIRECT","","0","0","VAT16","0"
"96484","Checkers - Nyeri","","","","96484-UPC","NYERI","UPC","0","0","VAT16","0"
"96485","Peterson Safari Camp - Voi","","","","96489-MSA","MSA - TSV","COAST","0","0","VAT16","0"
"96486","Mariposa Bar - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"96487","Factory Guards - Mombasa","","","","96487-UPC","MSA - I.A","UPC","0","0","VAT16","0"
"96488","Patrick Kimani - Kongowea Mkt","","","","96488-MSA","MSA - I.A","COAST","0","0","VAT16","0"
"96489","Petterson's  Safari Camp _ Voi","","","","96489-MSA","MSA - TSV","COAST","0","0","VAT16","0"
"96490","Continental  Cafe - Naromoru","","","","96490-UPC","NYERI","UPC","0","0","VAT16","0"
"96491","Quality Fine Foods - Kikuyu","","","","96491-NRB","UTHIRU","ABC7","0","0","VAT16","0"
"96492","Allied Sausage Point","","","","96492-NRB","MCKS","ABC4","0","0","VAT16","0"
"96493","James Mwangi - Vendor","","","","96493-NRB","WESTL","","0","0","VAT16","0"
"96495","Clermount Casino","","","","","WESTL","","0","0","VAT16","0"
"96496","Hapo Hapa - Lamu","","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96498","Benson - Msa","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"96499","Anthony","","","","","TSALES","","0","0","VAT16","0"
"965","Lake Naivasha Holiday Inn","","","","00966-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"96500","James N Stores","","","","95500-NRB","SAMMY","","0","0","VAT16","0"
"96501","Avocado Rest. - Westlands","","","","","WESTL","","0","0","VAT16","0"
"96503","Aberdare Wine & Spirt - Mtwapa","","","","96503-UPC","MSA - SHA","COAST","0","0","VAT16","0"
"96504","Wineluck Kenchick","","","","96504-NRB","CAT III","","0","0","VAT16","0"
"96508","Tinnete Ent (Kenchick)","","","","96508-NRB","HURL","","0","0","VAT16","0"
"96509","Moi Forces Academy","","","","96509-NRB","MIX I","ABC5","0","0","VAT16","0"
"96510","Ailaz Self Service - Voi","","","","91611-UPC","MSA-VOI","COAST","0","0","VAT16","0"
"96511","Japhet Kiosk - Mirema","","","","96511-NRB","MIX V","ABC8","0","0","VAT16","0"
"96512","Kollar Cafe","","","","96512-NRB","MIX IV","","0","0","VAT16","0"
"96513","Blue Line Cafe - Turbo","","","","96513-UPC","WESTERN","UPC","0","0","VAT16","0"
"96514","Generation Hotel - Kamiti Pris","Kamiti Prison","","","","MIX V","","0","0","VAT16","0"
"96515","Mr Troy Peters","","","","","PR I","","0","0","VAT16","0"
"96516","Sheila Smokies Joint - Mtwapa","","","","96516-UPC","MSA - S.C","UPC","0","0","VAT16","0"
"96517","Mrs Boyd-Moss","","","","","RIFT","UPC","0","0","VAT16","0"
"96518","Shaheen Grocers - Msa","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"96519","Kichwa Tembo - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"96520","Kenchic Juanco","","","","96520-NRB","MIX III","","0","0","VAT16","0"
"96522","Urban Supermarket - Kangema","","","","96522-UPC","NYERI","UPC","0","0","VAT16","0"
"96523","Purple Home Cafe - Ravine","","","","96523-UPC","RIFT","UPC","0","0","VAT16","0"
"96524","Unique Butchery - Molo","","","","96524-UPC","RIFT","UPC","0","0","VAT16","0"
"96525","Boulangerie - Nanyuki","","0725-230927","Stephane & Sofia","96525-UPC","NYERI","UPC","0","0","VAT16","0"
"96526","Country pizza - Nakuru","","","","","RIFT","UPC","0","0","VAT16","0"
"96527","Nyambura Karuthiru","c/o Suera Flower Farm","","","","RIFT","UPC","0","0","VAT16","0"
"96528","Mirema Vendor","","","","","MIX V","ABC8","0","0","VAT16","0"
"96529","Kiyana Ltd - Westlands","","","","96529-NRB","WESTL","","0","0","VAT16","0"
"96530","Ken Adcock","c/o Hemmingways","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96531","Mr. Adcock","c/o Hemmingways","","","","MSA - SHA","COAST","0","0","VAT16","0"
"96532","Gebbie Paul","c/o Driftwood","","","","MSA - WAT","COAST","0","0","VAT16","0"
"96534","Kenya Science Teachers College","","","","96534-NRB","MIX III","","0","0","VAT16","0"
"96535","Kenchic - Umoja","","","","96535-NRB","MIX I","","0","0","VAT16","0"
"96536","Mrs Kay - Ruiru Sports Club","","","","","","","0","0","VAT16","0"
"96537","N.S.I.S","","","","","","","0","0","VAT16","0"
"96538","Jomba Hotel - Salgaa","","","","96538-UPC","RIFT","UPC","0","0","VAT16","0"
"96539","Kiriani Smokies Vendor","","","","96539-UPC","NYERI","UPC","0","0","VAT16","0"
"96540","J.Needham Clark","","","","","MSA - N.C","COAST","0","0","VAT16","0"
"96541","Olga Levari","","","","","","","0","0","VAT16","0"
"96542","Princess Cafe","","","","96542-NRB","PR I","","0","0","VAT16","0"
"96544","James - Msa","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"96545","Kepha Njuguna","c/o Heritage","","","","","","0","0","VAT16","0"
"96546","Paddy Migdoll","","","","","","","0","0","VAT16","0"
"96547","Juliet Nightingale","","","","","","","0","0","VAT16","0"
"96548","G & R Annex","c/o Kahuthu Ad","","","","","","0","0","VAT16","0"
"96549","Mr. Stephen Brooks","c/o Nakumatt Nyanza","","","","","UPC","0","0","VAT16","0"
"96550","David Hopkins","c/o Malindi Grocers","","","","MSA- KIL","COAST","0","0","VAT16","0"
"96551","Hutchinson Nicholas","c/o Gogar Farms","","","","","","0","0","VAT16","0"
"96552","Base Farmers Choice - Kangemi","","","","96552-NRB","UTHIRU","","0","0","VAT16","0"
"96553","Jacaranda Hotel - Watamu","c/o Mama Lucy","","","96553-UPC","MSA - N.C","","0","0","VAT16","0"
"96554","Sony Guest House - Nyanza","","","","96554-UPC","NYANZA","UPC","0","0","VAT16","0"
"96555","Scuttle House c/o Kizingo","Lamu","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96556","Shela House - Lamu","","","","","MSA - LAMU","COAST","0","0","VAT16","0"
"96557","Thika Fast Food","","","","","PR I","","0","0","VAT16","0"
"96558","Peter Wettstein","c/o Serena Hotel","","","","","","0","0","VAT16","0"
"96559","Tana Delta Ltd - Malindi","Malindi","","","","MSA- MA","COAST","0","0","VAT16","0"
"96560","CRS Ltd c/o Zawadi","","","","","","","0","0","VAT16","0"
"96561","Super Stop S/mkt","","","","96561-NRB","MIX I","","0","0","VAT16","0"
"96562","Otto Muller","","","","","","","0","0","VAT16","0"
